label,Z_true,A_true,sign,R_true,beta_true,R_tracker,Z_trk,tracker_pitch_deg,tracker_sigma_R,tracker_n_hits,tracker_mode,beta_tof,Z_tof,beta_rich,Z_rich,TRD_e_like,E_ecal,E_over_p,shower_shape
C,6.0,12.0,1.0,10.074758340041184,0.9830919420837191,6.005752497693906,6.0712831949747255,42.097992251441084,3.022427502012355,7.0,week1_fullsim,0.9916502210825754,5.978106844534931,0.9839246952662469,5.974294515275764,0.18589829342500738,16.182925414166448,0.23098497095903342,0.0
He,2.0,4.0,1.0,51.876221297987186,0.9993463805644381,311.09405655395585,2.0681198468366615,69.48673070788081,15.562866389396156,7.0,week1_fullsim,0.999999,2.0973977660056033,0.9992931069981142,1.8929637511397193,0.15056444578641878,32.0311368865367,0.3144865351960404,0.1296012569436042
e+,1.0,0.0,1.0,221.98700726656398,0.9999999999973505,8.46480054906221,0.8958964750804779,30.716917295578522,66.5961021799692,7.0,week1_fullsim,0.9641688730013209,1.0474535533228042,0.9993259837242978,0.8590885552662837,0.7912964028683953,237.416315693296,0.9381809273417414,0.7423270389596995
O,8.0,16.0,1.0,5.584181788217028,0.9479089537349475,10.526544196180708,7.9925412923084975,60.56636828552611,1.6752545364651084,7.0,week1_fullsim,0.9405418612973647,7.9951339693094035,0.9472134445117198,8.057753556235319,0.1638432437654084,23.852154894534515,0.5677770261536251,0.12756611254603833
C,6.0,12.0,1.0,1.4633575013515818,0.6149411482881516,1.1745642144873762,5.957781021850968,34.24614718318405,0.20974144443816298,7.0,week1_fullsim,0.6111625200849172,6.017547162736669,0.6158369641340444,6.108272314143656,0.1917320037321453,5.864650223033039,0.626919382438609,0.1380765562873384
C,6.0,12.0,1.0,1.8704184839708515,0.7059498324336216,1.6217268652059225,5.879591305977917,64.0803309642394,0.38471651114619987,7.0,week1_fullsim,0.6706161761993387,5.870288548069596,0.7056319039402176,6.1534080328142915,0.20466607502588094,5.931516660354924,0.5667544563997017,0.3320167685086356
O,8.0,16.0,1.0,132.86957790950538,0.9999002824708573,127.53449399280127,7.849007882292782,68.33822012187667,39.860873372851614,7.0,week1_fullsim,0.999999,7.74516508673464,0.9993544842276805,8.063640712078366,0.14811745928004724,503.52450021916553,0.482945361931056,0.11750194367402146
Si,14.0,28.0,1.0,124.53326577659264,0.9998864877120393,46.4590494654567,13.98686337723767,49.98977431099077,37.35997973297779,7.0,week1_fullsim,0.999999,13.973571928660016,0.999999,14.009727431891362,0.14263919480808063,911.6374712488611,0.4939600805755474,0.33586729849711877
e+,1.0,0.0,1.0,15.050043431608676,0.999999999423586,691.2090087454211,1.4199907390334539,75.3572942082742,4.515013029482603,7.0,week1_fullsim,0.999999,1.1001749813816062,0.999999,0.7881754117625135,0.832546967690064,14.448811552866319,0.98619945180717,0.8156415038961167
He,2.0,4.0,1.0,2.321290652235281,0.7776699950529447,2.1165195388682068,1.8451133273080342,75.4911652764389,0.5813089957124173,7.0,week1_fullsim,0.7483263341543384,2.368494073744422,0.7772041661036647,1.9693862414297294,0.37327247917426004,3.5647806891534475,0.6161287048658917,0.3374788558949803
O,8.0,16.0,1.0,20.14549880935747,0.9956896108218838,77.71537631368659,7.9209282066972015,72.13510398127181,6.043649642807241,7.0,week1_fullsim,0.9852446852671335,7.91203408515812,0.9950774956648222,7.9175642779817865,0.24759424689105905,32.948667378421995,0.22217650052613305,0.0
Si,14.0,28.0,1.0,45.264952741403114,0.9991417692451557,0.61579056700511,14.094899094236226,42.71074032980401,13.579485822420933,7.0,week1_fullsim,0.9779750353238382,14.18350221937032,0.999109034637802,13.958631840364248,0.03624076163545083,242.1577123444464,0.40131777942663915,0.18485025669366384
Si,14.0,28.0,1.0,6.652579470983155,0.9624430385976459,19.98297387920383,13.859228957686664,36.334031426805694,1.9957738412949464,7.0,week1_fullsim,0.9918869394535211,14.021983056217463,0.9626645569665723,14.017814988824595,0.1461082373585797,51.073372192365404,0.5432441415019285,0.20914714691596184
Si,14.0,28.0,1.0,1.6010583617032663,0.6490584368507509,1.674608672509432,13.967970770620266,63.7520065970057,0.27375229913858634,7.0,week1_fullsim,0.6436171333416232,14.076630947122604,0.6494964580031883,14.002127025070967,0.20920380786541035,5.225798707299247,0.2476915938209156,0.2141692157894883
Si,14.0,28.0,1.0,6.273190606974672,0.9580535133611691,11.388043425447034,13.890691317622373,30.331840942930935,1.8819571820924015,7.0,week1_fullsim,0.9703757396519415,13.983859625030709,0.9584084277093012,13.965503250049618,0.08333701134378062,34.251472901853596,0.36881257398039374,0.2589242729099017
Fe,26.0,56.0,1.0,51.36123413342901,0.9992268172821139,142.0456896341184,25.936573537214894,73.80793594977067,15.408370240028702,7.0,week1_fullsim,0.999999,25.938443153745553,0.9995985914268279,26.003043071285344,0.11294647046694496,107.12526243607775,0.08456659875841882,0.3399434782444325
C,6.0,12.0,1.0,265.1767214914872,0.9999749619513727,23.721837163657515,5.945330658174087,43.828168889399684,79.55301644744617,7.0,week1_fullsim,0.999999,5.929684667890708,0.9995304390347507,6.059494883115389,0.18029150211369555,1034.6178134648226,0.5633206625618898,0.02137864053668892
e+,1.0,0.0,1.0,2.9571703345081524,0.9999999850700853,2.7191686459510125,1.032358121510243,78.40090248645296,0.8871511003524457,7.0,week1_fullsim,0.999999,1.1264317876327026,0.9994421044451299,1.1411476973317856,0.801506849883251,2.8914721960265326,0.987052643307674,0.859526034924437
C,6.0,12.0,1.0,184.27460166100053,0.9999481530939562,92.61137298321427,5.993162231479214,58.79980943790588,55.28238049830016,7.0,week1_fullsim,0.999999,6.190807466013063,0.9999383100536618,5.926772912244679,0.22651004236306166,621.4473820083471,0.6100592401530018,0.2538738129067446
O,8.0,16.0,1.0,13.524160621793966,0.9905103426827863,43.811951022913796,7.909460678553302,64.90258115689508,4.05724818653819,7.0,week1_fullsim,0.999999,8.182421110614062,0.9903952073959597,8.073678736014894,0.23322436720345713,73.03590261465769,0.7331910735150943,0.2698214189162871
e-,1.0,0.0,-1.0,43.94117997464061,0.9999999999323812,142.74562658712645,0.6969175559973011,79.11481711926373,13.182353992392184,7.0,week1_fullsim,0.999999,1.0409920534010546,0.999999,0.93548486592323,0.8501255203011187,40.71254376632218,1.0,0.9946806162409949
Si,14.0,28.0,1.0,137.87546217088376,0.9999073909800309,24.76774530387646,13.901246636724329,62.5604441824429,41.36263865126513,7.0,week1_fullsim,0.999999,14.106374479974123,0.999999,13.952170763429963,0.1592077000780162,942.1695899154919,0.44677426402463477,0.41234193845604855
C,6.0,12.0,1.0,24.03792846889374,0.9969667096003462,33.75778265554811,5.8369053912979325,54.33955353813785,7.211378540668122,7.0,week1_fullsim,0.999999,5.803998904587805,0.997578753101891,6.023804335693053,0.23448824885798503,55.65264883429684,0.2894822717477996,0.42365450862622267
Fe,26.0,56.0,1.0,1.4198658070879309,0.5748854329672043,1.3741750853037482,26.089825812470934,74.1792187263465,0.19110667869608636,7.0,week1_fullsim,0.5937564983927006,25.994459977020046,0.5751492710128956,25.996942401577122,0.23563078259434034,15.204360388394274,0.46499847474428674,0.213355686803363
e+,1.0,0.0,1.0,4.553716588507709,0.9999999937038072,1.025582709592397,0.889826454929217,41.2032577896474,1.3661149765523126,7.0,week1_fullsim,0.999999,0.6748479017718745,0.999999,0.9950896061938014,0.8542140716211364,5.319513765749352,1.0,0.7601667914002945
Fe,26.0,56.0,1.0,97.47535889894043,0.9997851539926939,14.913388864001233,25.95019605718914,33.37844616020365,29.242607669682126,7.0,week1_fullsim,0.999999,25.94009045605536,0.99907809181234,25.952053290254092,0.10925782250281924,1089.302850059937,0.40351242077675903,0.30784298552953737
He,2.0,4.0,1.0,23.419634787345302,0.9968052105598192,36.89623708576054,1.8231200371604213,48.254853305426536,7.02589043620359,7.0,week1_fullsim,0.9997854214115549,1.6590167632282935,0.9962045629400617,2.033190917774303,0.22435884161330183,19.71203713061944,0.4432647536820395,0.09148776636625902
C,6.0,12.0,1.0,6.533664736153029,0.9611428842199774,0.8291945996551885,6.060638652185974,38.07745969341624,1.9600994208459086,7.0,week1_fullsim,0.9503693154855619,6.065624843634638,0.961043266602605,5.945994571394775,0.2574526625213281,15.65422044039828,0.4780351176175108,0.2613007474005225
O,8.0,16.0,1.0,27.85538098445243,0.9977385124359067,131.66199761906788,7.9128298428567705,56.311665037060926,8.35661429533573,7.0,week1_fullsim,0.9904445454569604,8.13595420137542,0.9982913762111425,7.9683923931275356,0.14988112733022194,112.9643311287103,0.5256569499838185,0.49138077569875566
C,6.0,12.0,1.0,4.626799908371433,0.9266824600325402,3.7043445210819916,6.095214522159243,78.17264479499853,1.3880399725114299,7.0,week1_fullsim,0.915381889067198,5.973853827681295,0.9270784597709706,5.9763997495466334,0.17952881249231292,16.109405664081628,0.6505815674388562,0.20284357992508292
Fe,26.0,56.0,1.0,3.9537730455687754,0.8904277113127343,16.666423168170198,26.011428757212723,49.083253413734596,1.1861319136706325,7.0,week1_fullsim,0.9038528990702835,25.933101018807903,0.890569988565278,26.016824496974795,0.21809792095529257,70.60389892488466,0.5723836674403541,0.22586552126355783
e+,1.0,0.0,1.0,112.72752377371638,0.9999999999897258,18.29581549577887,1.3237303585321905,44.951930549714305,33.818257132114915,7.0,week1_fullsim,0.9756212904200953,1.0545115329575598,0.999999,1.1171374742615026,1.0,121.80925476432844,0.9648193347869891,0.9002514634248007
O,8.0,16.0,1.0,9.795260059929136,0.9821393332914224,14.480402293332412,7.931106752493793,45.70013086002493,2.938578017978741,7.0,week1_fullsim,0.999999,8.024073324220478,0.9820852806988037,8.010402908232644,0.23399127309290216,22.79675492126116,0.26521379303265913,0.14163681751346546
Fe,26.0,56.0,1.0,4.7720374526228575,0.9208318372893779,70.53306195747163,26.00321338709625,62.119026931898304,1.4316112357868571,7.0,week1_fullsim,0.9206583012795071,26.07205405327383,0.9211142287874647,25.981984401714236,0.05965052183782113,19.9548948101774,0.16271841007759075,0.3690461098841492
e+,1.0,0.0,1.0,10.317622568807753,0.9999999987735476,16.792452465352213,1.2052140766611186,40.294838298426,3.0952867706423257,7.0,week1_fullsim,0.9951744265497859,1.0006469773020534,0.9987847972051277,1.259997144781713,0.9329676452985369,11.23877635063367,0.9862603539164128,0.8324620462650237
p,1.0,1.0,1.0,190.77452766813443,0.9999879057500621,12.900597557202367,1.0592295590165497,39.80686314412655,57.232358300440325,7.0,week1_fullsim,0.999999,0.4335370076719701,0.999999,0.7470719605243099,0.029405864227357498,42.11519598227034,0.22211471557871426,0.1814771004510845
He,2.0,4.0,1.0,2.804371259642884,0.8310966216247146,5.5840227695799385,1.7737349587378195,55.66156346291127,0.8367154127377926,7.0,week1_fullsim,0.840938607996181,2.313998124139969,0.8313261496470429,1.9013574191324616,0.25491046743788004,3.0738360520335397,0.48329797870044083,0.1700389500773836
O,8.0,16.0,1.0,2.8763090951592774,0.8375186013405151,29.301778266494015,8.026924950183895,48.77924840042395,0.8628927285477832,7.0,week1_fullsim,0.8649647742325492,8.086301008080136,0.8366340718541785,8.041111290599742,0.10810784959693465,11.937680354604186,0.48925495115599926,0.11027904112053702
Fe,26.0,56.0,1.0,7.5217426322219065,0.9657507051027711,26.28710131014685,25.90086074821734,33.67123228418504,2.256522789666572,7.0,week1_fullsim,0.9972124317662379,25.963321085349,0.9661326818761077,25.9763440534854,0.1834012701624152,57.83955990776851,0.3093558723565125,0.08784361151362229
Si,14.0,28.0,1.0,1.41160828573372,0.6011441356290581,1.1546190107761374,14.026582677469264,30.679824138298034,0.1876544161125511,7.0,week1_fullsim,0.560377961904457,14.061937981986828,0.601298723355753,13.962388648378864,0.1299764306873072,7.606060556077511,0.4610930657088841,0.22160925040187612
Si,14.0,28.0,1.0,1.533165229662654,0.6326965035786285,1.5117140320627023,13.911275553138635,36.43391218193655,0.2412400937637329,7.0,week1_fullsim,0.6590281078524398,13.936434387880185,0.6331592146629277,13.98528362774599,0.22244168388239666,6.301672239722612,0.35471522337973804,0.48525784553413326
He,2.0,4.0,1.0,1.0646216261652766,0.49344986637401345,1.035323081397725,1.8560063097139334,66.99544590379449,0.06734214646348295,7.0,week1_fullsim,0.4685451200559576,1.2084484648536047,0.493104672291279,1.9683513096826049,0.29316982233351735,1.5100909867354266,0.6385382267659077,0.2590199104179099
O,8.0,16.0,1.0,2.302094409650723,0.7751090796459107,14.021100098013319,8.038134742919844,52.80150501539575,0.5721166362556334,7.0,week1_fullsim,0.821477105268665,8.072495823939,0.7746916508748698,7.955203440895251,0.25523674849974515,11.664843575850705,0.587480754302294,0.3174477522238306
e+,1.0,0.0,1.0,38.57599959097602,0.9999999999122645,32.755479736910495,0.6096589078290691,51.62682598780258,11.572799877292805,7.0,week1_fullsim,0.999999,1.1746170170683088,0.999999,0.9293295217836538,0.8455074203962798,40.77154916941775,1.0,0.7493720633491177
He,2.0,4.0,1.0,3.0659943875448903,0.8529250378936571,23.064489045337044,1.806274236613043,30.79522859195024,0.9197983162634671,7.0,week1_fullsim,0.8271383636272958,1.9459394053708423,0.8542227737631315,2.091926370903166,0.15707791939429477,2.116758082401598,0.42053083154857257,0.13484116965163898
e+,1.0,0.0,1.0,8.626438905199425,0.9999999982455261,11.333107266452037,1.2291592559231723,46.07592936392743,2.5879316715598275,7.0,week1_fullsim,0.999999,0.8927616289648007,0.9972558230080614,1.1818663503683735,0.7536650265173179,8.85839085006597,0.9985913418785685,0.8390629520897588
e-,1.0,0.0,-1.0,55.95262080685072,0.9999999999582968,38.70178837572158,1.0634155829601208,45.539005809397636,16.785786242055213,7.0,week1_fullsim,0.999999,1.146566333222489,0.9997955903407929,1.2310398137109375,0.8907051854772838,51.4158779799836,1.0,0.867829188973426
Si,14.0,28.0,1.0,1.199029395418579,0.5384295141879648,1.2162198038039407,14.034136545726406,66.45687647649012,0.10820806884466269,7.0,week1_fullsim,0.557853749677857,14.046435225528258,0.5382057857135208,14.052069123713776,0.18331451471106605,7.4522049938417725,0.4608829876397942,0.12052801952564579
Si,14.0,28.0,1.0,3.295067241453962,0.8689637496557713,2.8418696256237617,13.88629994693008,75.43468026888746,0.9885201724361886,7.0,week1_fullsim,0.8662384175134967,13.755471148114696,0.8693364375809696,13.926379473737692,0.058214056045117424,21.545531705034364,0.49721959082832884,0.3243537586007182
C,6.0,12.0,1.0,293.0460426480706,0.9999794977037162,22.191432302729172,5.9380081623869065,43.34240015069285,87.91381279442119,7.0,week1_fullsim,0.9602627326407721,5.768968613081981,0.9990895868675017,5.85779744688409,0.054766679496059706,520.3184155928711,0.28341411939583955,0.27281338866307525
e-,1.0,0.0,-1.0,30.112496664546757,0.9999999998560153,0.9940086954214438,0.8766062509786771,33.41476975018689,9.033748999364027,7.0,week1_fullsim,0.9687232754220116,0.3769565200715709,0.9981191489327212,1.186630976586326,0.7179075047440059,32.88942990691928,1.0,0.9231635037541834
e-,1.0,0.0,-1.0,43.13696828245644,0.9999999999298367,44.730741738132934,1.212050949218662,56.132263888615114,12.941090484736932,7.0,week1_fullsim,0.9814159537231639,1.2601428641282935,0.999999,1.4202800612843167,0.8723915913096132,43.48623860306057,0.9679714159142473,0.8697705714288202
e-,1.0,0.0,-1.0,18.980755247398314,0.9999999996376043,31.354873078626227,0.8453317073237089,60.54888213789597,5.694226574219494,7.0,week1_fullsim,0.999999,1.0562064304192949,0.999999,0.8787264335689335,0.8314861497214486,18.41062390923278,1.0,0.9282403994303321
O,8.0,16.0,1.0,246.9634871808826,0.9999711328917906,163.00537781309845,7.92214480534375,78.04767128602006,74.08904615426478,7.0,week1_fullsim,0.9825667665801178,8.033532900860772,0.999999,7.997716187395285,0.2126988772398986,1451.9216589177352,0.6961242203881843,0.28965714465026327
e+,1.0,0.0,1.0,2.277409962193586,0.9999999748274293,2.8328351579260054,1.2259264545888577,55.80511544168437,0.5604036649990813,7.0,week1_fullsim,0.999999,1.3408995509292336,0.9996609561898758,1.1773933441187205,0.9440278421038629,2.3454748391700586,1.0,0.784560687188299
p,1.0,1.0,1.0,1.4685562050715488,0.8426890120305117,1.2480241351467853,1.0163799971940684,52.098439780405286,0.21201975172580467,7.0,week1_fullsim,0.850729832489573,0.7588379589381571,0.8429443195275949,1.2423872604915054,0.22797841968184232,0.7967369216176194,0.45721532694979283,0.23433177650029144
Si,14.0,28.0,1.0,105.13384812196419,0.9998407429358077,8.900607637430685,13.995744619873982,58.80178238799371,31.540154436589255,7.0,week1_fullsim,0.999999,13.985396583560863,0.999722301375799,13.87257323689082,0.1231825582865416,539.7947282992953,0.35349727522944036,0.26244959175201826
Fe,26.0,56.0,1.0,1.023639896016753,0.45186658349376013,0.9696904589350733,26.004552383764842,59.319333312071656,0.056325334455751094,7.0,week1_fullsim,0.4339408922322271,26.07051354547396,0.4525478959138614,25.981108180525723,0.2806581411328924,13.886486496853669,0.5825908695817749,0.1798639817367425
Si,14.0,28.0,1.0,24.60688743935599,0.9971047575056441,59.0510445267766,13.90842823185967,53.553718197496465,7.382066231806797,7.0,week1_fullsim,0.999999,13.914828547295635,0.9974247260080242,13.913902421778994,0.1277711866966642,228.19624430929488,0.6618117839184547,0.3839697763310988
p,1.0,1.0,1.0,1.0080884854694907,0.7320000939620623,1.0206651779944305,0.7063697322381324,44.283372297345586,0.05232132053879183,7.0,week1_fullsim,0.7360568416074038,1.0300478845891918,0.7317153195225456,1.2856614602868084,0.3295737542423912,0.7577609194360951,0.6227605889464273,0.25153940774962935
C,6.0,12.0,1.0,7.288601607755405,0.9684181453229892,15.081625432443575,5.875842657658559,30.990956632433477,2.1865804823266215,7.0,week1_fullsim,0.9303460598628688,6.139869560916012,0.9682173720093924,6.016237085602767,0.22586023471727684,25.881823833389134,0.5955252360335523,0.4406423156904188
e+,1.0,0.0,1.0,40.9566764535718,0.9999999999221676,149.28647839282561,1.365073530738376,75.5945010027778,12.28700293607154,7.0,week1_fullsim,0.988778508126699,0.7306302809056838,0.9985906485861978,0.9416909590519861,0.9587197900092594,38.90002275608548,0.9710980381291592,0.9355725333802181
Si,14.0,28.0,1.0,22.687872752513726,0.9965968689403861,34.54557641427093,14.001780080517856,55.28749420889019,6.806361825754117,7.0,week1_fullsim,0.9932258265901852,13.789074534482767,0.9968526314163267,13.95247934337641,0.13506183910464892,155.6180786718383,0.4591241068193766,0.24508463666689168
e-,1.0,0.0,-1.0,24.369510626017277,0.9999999997801551,15.220131358008523,1.0284036481035739,40.19593169638783,7.310853187805183,7.0,week1_fullsim,0.999999,1.324428243796037,0.9999622948450717,0.776300738591508,0.9384423755858888,24.26086050901782,0.9510813131544306,0.7696184925128962
O,8.0,16.0,1.0,2.4533844311385753,0.7942911752678311,29.82645944767785,7.898379486587664,33.335047511175496,0.6465468093490735,7.0,week1_fullsim,0.8043239497178084,8.055935588627708,0.7937078858691496,8.053883248043606,0.2070079013271421,9.546727227653301,0.42679887113099313,0.2256158611673147
