label,Z_true,A_true,sign,R_true,beta_true,R_tracker,Z_trk,beta_tof,Z_tof,beta_rich,Z_rich,TRD_e_like,E_ecal,E_over_p,shower_shape
p,1.0,1.0,1.0,15.583466996729786,0.9981923240414043,15.242117533665612,0.9764244499431626,0.999999,0.9551681711898724,0.9988972721950682,0.8362267571258075,0.1661434480638047,6.089813388511104,0.4401217294337036,0.3955059384212155
e+,1.0,0.0,1.0,47.57008443659436,0.9999999999423044,46.73443320387809,1.269206414243102,0.9950636261295966,1.0396097439928202,0.999999,0.885428712974222,0.7219101153771394,43.31787150431164,1.0,0.8592915067787119
C,6.0,12.0,1.0,12.993323193352898,0.9897312578883617,13.140401034654943,6.205066678047899,0.999999,6.297339183911964,0.9889794016648593,6.018337385339779,0.20726327333450395,18.59691194627663,0.42898276289923903,0.16067061023542123
O,8.0,16.0,1.0,1.2747813506725312,0.5619275501679918,1.2973195824786095,7.857095533262841,0.5800016895177862,8.001357061733968,0.5619113809421528,7.98692328743701,0.21185114747586234,5.6565988508831015,0.565340153460467,0.3142036145560678
Fe,26.0,56.0,1.0,3.6328072172124197,0.8738847305687555,3.5834458506326983,25.939213333983083,0.894663363091653,25.981376770985424,0.8735832660812815,25.973815509775125,0.18772455490961978,24.572428700193544,0.21899332458262794,0.19626321077574532
He,2.0,4.0,1.0,287.6408705238275,0.9999787199555059,283.8624127822769,1.6875342621265768,0.999999,2.2747580849907365,0.999999,2.007508449674208,0.3132068983096249,403.02236778854257,0.582475005588976,0.5587757725042594
e+,1.0,0.0,1.0,7.190294252097685,0.9999999974746785,7.298158034014584,0.8443364650466921,0.9810399513074272,1.0404287173117186,0.9997112061220385,0.9032353694531874,0.784885917599977,7.521072276378633,0.9881175397354377,0.7987892764708305
Si,14.0,28.0,1.0,6.375057580998439,0.95930326761177,6.3164454357244715,13.997117193511757,0.9350152523642703,14.00936216245483,0.9593839749538444,13.953753336032156,0.19536094433603862,35.978836707812064,0.4323924918700315,0.1447085892173705
O,8.0,16.0,1.0,2.3904762442334997,0.786587965624789,2.402076272707056,8.002504613855226,0.8057408149294168,7.871756394283237,0.7864884959265406,7.960899215961914,0.20040310765571293,10.380214709112202,0.49845162141683647,0.058170526254010146
O,8.0,16.0,1.0,278.78839750620745,0.9999773471194373,343.6525034817084,8.015080836911029,0.9826210805024039,7.963868026229089,0.9998054291341599,7.957534288258375,0.200595223892162,324.3228282618115,0.12183281145390024,0.23269683678476838
e-,1.0,0.0,-1.0,3.7228512495031394,0.999999990579832,3.7744406258944108,1.2561266083254363,0.9867978477494842,1.5101407277109709,0.999999,1.2561875358394292,0.8620016573692126,4.338936655270951,1.0,0.8304221775906507
p,1.0,1.0,1.0,40.019147954815004,0.9997252656805447,38.30917248858681,0.9566343591591611,0.9716170990061997,1.0409472816533576,0.999999,0.8842727988906812,0.12343118813015488,7.901403094787588,0.21229017302184455,0.25422947181155814
Si,14.0,28.0,1.0,1.271032490613346,0.5607952657692369,1.2766403435894906,13.965004173563635,0.5657386382126883,14.069181008761122,0.5609870929582972,14.010133700196226,0.19068731606561753,9.256178545238742,0.5358930959338122,0.12767548104837745
Si,14.0,28.0,1.0,1.4610329875555932,0.6143331667701206,1.466355689596282,14.102708614768636,0.6020935148903634,13.917196313913474,0.6144475051807637,14.058071216121224,0.25444710335168697,6.763886481610061,0.45393363437500556,0.3470757376029687
He,2.0,4.0,1.0,59.63220436619741,0.9995052298971393,61.494189057573635,1.944459066482956,0.999999,2.2494625302879947,0.9997106946339138,2.008927474967425,0.1294456320279278,92.9824299164299,0.7544699929085739,0.2413368251603737
Si,14.0,28.0,1.0,37.44454489636266,0.9987465894410309,38.750482034282605,13.966424828872428,0.9937510933822568,14.087688573784982,0.9994579139753663,14.002142362691453,0.19141264600509472,72.0408041694004,0.16408303491540288,0.3538655517251059
Si,14.0,28.0,1.0,48.39992925564408,0.9992492266808007,47.69656491520022,14.012588239609823,0.9862685408121779,13.818574422756171,0.9987538412640821,14.00473588326834,0.26470090616202263,488.82927518623956,0.7048442728414663,0.24584248470559647
He,2.0,4.0,1.0,3.733719644351065,0.8934982645219939,3.7673935324158165,2.2343464477282358,0.8958394760990583,2.0374738838592,0.8937141607026928,2.1285016927467177,0.09835531038757796,2.421813355523216,0.4529497544397858,0.24807203958132162
Fe,26.0,56.0,1.0,275.2259833905535,0.9999730436848479,302.06562825452465,26.052764196150797,0.9610508725542118,25.971626806101927,0.9998612341219734,25.968622728774967,0.09743854350641909,3023.875634988824,0.3559658969142208,0.2731932111984633
p,1.0,1.0,1.0,24.163674801264477,0.9992469724622197,24.40978466835754,0.7715352128476908,0.999999,1.2113990877108924,0.9948472957988674,1.2231830117472775,0.18169122678332364,14.427995697433222,0.48071844823607296,0.0
e+,1.0,0.0,1.0,252.16707738618186,0.9999999999979468,260.51620216453136,1.1937779873998875,0.9735242189581949,1.1791220408670486,0.999999,0.971998917392383,0.7965455390755798,239.84233582327164,0.9963130481742395,0.7735951821060454
O,8.0,16.0,1.0,2.550764512131188,0.8055029837568111,2.582995923919521,8.00766742625791,0.8038855200331947,7.8545454545641,0.8054786943416898,7.990442413578764,0.12720987843731452,11.638291217053064,0.6453007265836116,0.3244554187319461
O,8.0,16.0,1.0,10.0804659293474,0.9831106012493593,10.13444533440328,7.836241117865886,0.9894753902852569,8.096686469322874,0.9825151585927352,8.000955800578684,0.19466308736824622,82.0053239378451,0.9700428026249734,0.5096973761333793
e+,1.0,0.0,1.0,6.78474819239388,0.9999999971637628,6.729025204467879,1.0611145323364284,0.999999,0.41411279887186336,0.9968628391221959,0.7937263656531578,0.8541406424790391,7.312281986037925,1.0,0.8853835581744497
Si,14.0,28.0,1.0,74.2014086131022,0.99968036449028,73.7167455665334,13.981896279704614,0.999999,14.160076180152343,0.9998451892773417,13.995393903202169,0.18241330769530872,684.2429214009353,0.7061166947850851,0.15682163819846684
e+,1.0,0.0,1.0,71.09271397428807,0.999999999974168,69.91715508972862,1.2038178417127887,0.9844149504062254,1.2242321739576911,0.997793345455414,0.9532544241708815,0.8910507399243283,69.32134796177714,1.0,0.9276238873978361
Si,14.0,28.0,1.0,16.040871942881697,0.9932266783956776,15.910982366261845,13.954952669337944,0.9707821550855117,14.15113760397991,0.9929235799223307,14.082785212337887,0.18624214251668272,115.4595694101556,0.4351520348354629,0.21171121124087475
e-,1.0,0.0,-1.0,1.0964796212760277,0.9999998914052525,1.086751736514545,1.127048136370267,0.999223877054147,1.141153413985284,0.9996932102245398,0.935023653905395,0.800021861607148,1.1047654119199293,0.9171653663663384,0.9615145135383243
Si,14.0,28.0,1.0,2.7164754605288697,0.8227718993458495,2.7001297734138214,14.024627745599163,0.8088817906349904,14.00737503452892,0.8228059835111978,14.060525998180694,0.21519047917396603,10.47156520298079,0.24847255860107031,0.26974385258615735
Si,14.0,28.0,1.0,1.3320304485610601,0.5788306471991883,1.3095535198820505,13.92061085479242,0.6190272293489113,13.968972555257505,0.5787070892585596,13.998318559771905,0.15297072965025554,2.2078604580347996,0.13094402557528578,0.06533064028308957
Si,14.0,28.0,1.0,125.35965624005594,0.9998879791100724,121.96264589752163,13.948592063246466,0.9700499450154297,13.94822127399003,0.999999,13.967675645048143,0.13800449084948227,1817.2085214988042,0.7098927012267094,0.11751271321418036
O,8.0,16.0,1.0,5.221548404934979,0.9410718364424986,5.276634134608507,8.006829045232797,0.9361106662151366,8.166075012862894,0.9407042157518274,7.972463619104252,0.30452194837514646,14.386880852051778,0.3824078687837817,0.14399743503552437
He,2.0,4.0,1.0,1.9593348819727712,0.722200246456697,1.9188768081775016,2.179398640611361,0.7213404783811704,2.2647264472188677,0.722021109380268,1.946277556400278,0.1503990798421822,2.375379573040687,0.5731152140851905,0.10349543585242693
O,8.0,16.0,1.0,7.539245646267201,0.9703923585531586,7.542878048386088,7.907844493666383,0.9614270306071478,8.00124543982273,0.9702276956951004,8.120614257378085,0.20533995263257707,24.15227842926172,0.41470291195198683,0.1564266626224199
p,1.0,1.0,1.0,1.5540142892237543,0.8560646151904514,1.5440551337334738,0.7942255085683106,0.8680368947703611,1.5389986787039442,0.8553885505195741,1.0772888918603585,0.15097669480024553,0.635088815821956,0.46867856336141084,0.04298090394024032
Si,14.0,28.0,1.0,265.9180480378902,0.9999751013537584,241.54699193482895,13.99029668913886,0.9765779197292382,13.790419293479589,0.9994258523747523,13.991602956159264,0.09452973842318038,1128.6783374473757,0.34575941026010776,0.23173735738794196
C,6.0,12.0,1.0,6.029936904500775,0.9548314492823116,6.0240889081660995,6.218072410979109,0.947211387935943,5.970633995269166,0.9550644320930649,5.939910074747795,0.14947384092628718,13.473917765179541,0.4328265609148661,0.22329062552957188
He,2.0,4.0,1.0,204.795001230439,0.9999580220203386,214.13127477713675,2.273412174374857,0.9616974061390953,2.0969000046389223,0.9998611376786596,1.9621882958964618,0.1728933537206751,327.1532254879185,0.698268734891575,0.2308536865694739
C,6.0,12.0,1.0,49.113598019977886,0.9992708634170078,49.061536017432836,6.037260702500127,0.9883930784579473,6.0054147609938555,0.9991043242926438,6.007849417555424,0.04386097106431795,88.81916787587014,0.24928001977636632,0.3425741381704227
C,6.0,12.0,1.0,25.253155384823643,0.9972504461557906,24.42943930302155,5.942129600774807,0.9822935301691295,6.036199745804451,0.9971991496733891,6.049987264429744,0.07695931781718393,69.13216315028703,0.5129909955123256,0.15993693767762052
e-,1.0,0.0,-1.0,15.061343661436123,0.9999999994244506,15.162942630286315,0.938213020874518,0.9979856711856301,1.4677204305052733,0.999999,1.350095348247438,0.6429812118131608,14.082866083976329,0.9994260213289428,0.7610718016039325
e+,1.0,0.0,1.0,50.434053248395735,0.9999999999486711,49.5197819945084,1.230645025038478,0.991866669190859,0.6004502416194898,0.999999,0.7871714306197668,1.0,57.227950230935946,0.9225377315330062,0.8270149859683155
e+,1.0,0.0,1.0,50.11724799846589,0.99999999994802,49.669189475700875,1.105908905199549,0.9978094467222769,0.9995372068208895,0.9987722669414179,1.0815746403845894,0.9939459700814285,48.178529766281294,0.8834745690086883,0.7760526057995936
e-,1.0,0.0,-1.0,1.0618469971730087,0.9999998842059997,1.0520750201217477,1.1606690301879221,0.9878801750255214,1.0283354637370363,0.999999,0.6769315379674572,0.783116129242078,0.994574390098623,0.9926360567802911,0.8404176837498796
He,2.0,4.0,1.0,177.29251906272046,0.9999439893937874,172.4306929323558,1.9985982955072197,0.9962623021747639,2.1725275041525713,0.998783643373516,1.8222109213112503,0.009701813090127548,138.9126100290921,0.4754397631332628,0.29077412889337084
O,8.0,16.0,1.0,8.156240247446114,0.9745392913774251,8.023866892242825,8.166926477880596,0.999999,8.165043726085084,0.9747244864364009,8.04489095971522,0.16800431043896172,12.646774974573958,0.19372798131176755,0.035218314216127394
O,8.0,16.0,1.0,7.50067517200188,0.9701006307404385,7.5882712928935,7.9851966411692565,0.9822808145598312,7.988899353307688,0.970262050842557,8.049056390274906,0.2820988060064186,29.03255153263717,0.5013621844720968,0.43272533448109884
He,2.0,4.0,1.0,10.166561173971559,0.9833883869082677,10.349021957836644,2.1029733252863814,0.9467764694191204,2.3498566687978735,0.9824145055435566,1.968326338939938,0.24674850071332077,7.058320298607665,0.31598391859981245,0.19147104847072255
Si,14.0,28.0,1.0,49.834327565179485,0.9992917789628827,48.70990606769438,13.984242102952253,0.9922231026797352,14.090170234664617,0.9999205050761771,13.947079977869263,0.1649365275640409,313.89326391751445,0.3556574103760745,0.20372296404964296
C,6.0,12.0,1.0,8.539678605194263,0.976696881072531,8.581809200350278,5.9425346745584555,0.9493318512810714,6.142757290984581,0.9764156885984985,5.942976561425427,0.20889323427900724,24.367898248285194,0.5542202096160807,0.15577716872488562
e-,1.0,0.0,-1.0,8.433830513541324,0.9999999981644752,8.583323110351115,1.170884539781475,0.999999,0.8750627633342072,0.9987555035658046,0.9041047644647481,0.6797179251773405,8.387958981181187,0.9799286552756941,0.7959718262347559
Si,14.0,28.0,1.0,1.4361843907261698,0.6077651619641499,1.4369239531069058,14.006060596652283,0.5960580146788448,13.888849737738813,0.6071869986394416,14.00939848373533,0.20713767607689149,4.511869842369808,0.19942687570160345,0.3711755797181022
C,6.0,12.0,1.0,10.766434994280448,0.9851480380242693,10.615014975593917,6.027095712525777,0.9824108191497886,6.037662858995001,0.9852533625403656,6.049357457503516,0.288465899260646,39.69980262384823,0.5038527455107431,0.26395432496157156
O,8.0,16.0,1.0,2.3457207663019695,0.7808740789399418,2.33206847633444,7.917527627799164,0.7943131134640994,7.84867437454041,0.7804457767170994,8.095776631232148,0.07598751438781347,10.050580379417717,0.5045134076314259,0.026935243778160062
C,6.0,12.0,1.0,131.6431684464329,0.9998984161308125,145.169828777977,5.8966385104102885,0.9578319763636308,6.050953869194132,0.9995141047087721,5.986472455199454,0.17615108823147388,433.67834007689606,0.5513288329229384,0.2687320738026521
C,6.0,12.0,1.0,6.739450907792332,0.9633527892730331,6.775743293489396,5.980814388144697,0.9567732980570144,5.997673586090121,0.9637062843580975,5.952453463575587,0.204977335159319,17.198398382435222,0.3673767243728414,0.11168540585448394
e-,1.0,0.0,-1.0,239.98552896205055,0.9999999999977331,248.35712169755794,1.0950870210732577,0.9810928000202159,0.9136894032342203,0.999999,1.0669978194821381,1.0,232.6753215363598,1.0,0.7968021835583997
C,6.0,12.0,1.0,49.620240468496355,0.9992856610845965,48.45712744314192,5.934030618176783,0.999999,5.933734111376688,0.999999,6.064740647452403,0.2200488248482999,138.96553551128363,0.40466072127922503,0.3096583092999269
Si,14.0,28.0,1.0,74.65846194862,0.9996842642311766,78.96318372861143,13.963843775042054,0.9999164769446134,13.929765954195208,0.999999,13.990288782523713,0.24345776099609656,498.72475685224964,0.4781878806341324,0.3055311973920866
p,1.0,1.0,1.0,222.6868621022452,0.999991123686789,240.76534117941367,1.0690790495102303,0.999999,1.1071681316578592,0.9989074255823192,1.0932589047228678,0.1506776337742938,55.050344025982994,0.27241337283017186,0.24550831590040445
C,6.0,12.0,1.0,3.9072426860685963,0.9014269418671678,3.8967708156345555,6.00419341255057,0.8608802170834039,5.938368009499696,0.9019926587365306,5.985870423280556,0.06076992155518676,9.748987979804873,0.4352976555671307,0.25795554813473554
e-,1.0,0.0,-1.0,25.424271559443035,0.9999999997980179,25.296714257011605,0.8884241136725205,0.999999,0.7122755003762479,0.999999,0.9517740719613036,0.9581774583798478,26.525613984374335,0.9708812285813199,0.761139892715637
p,1.0,1.0,1.0,1.2614869319916149,0.8023882220543799,1.2679774884732062,1.1029705570890074,0.8193178531879077,0.6493588070863869,0.8012056460011426,1.2375434670517993,0.2284267618938781,0.3775668884108843,0.36798197362670015,0.0
